Page #	Entry	Type	Wikidata ID	Notes	Annotator	Visited place	BB visited place	
98	Mars and Venus	art	Q50322584	Il Garofalo	ERW			
98	Mars and Venus	art			ERW	FALSE		
224	B. Huysmans’ En rade	person	Q210798		IT			
200	B. Parce que	person	Q359047		IT			
77	B.B.	person	Q359047		IT			
95	B.B.	person	Q359047		IT			
98	Santa Conv〈ersazione〉	organization			ERW			
279	B.B.	person	Q359047		IT			
227	B.F.C.C.	person	Q21531787		IT			
98	Venus	art	Q119950219	Sleeping Venus Giorgione	ERW			
99	Danube	location	Q1653		IT	TRUE	TRUE	
99	Hotel Goldner Kreuz	organization	Q18560073		IT			
233	B.F.C.C.	person	Q21531787		IT			
235	B.F.C.C.	person	Q21531787		IT			
278	B.F.C.C.	person	Q21531787		IT			
286	B.F.C.C.	person	Q21531787		IT			
345	B.F.C.C.	person	Q21531787		IT			
345	B.F.C.C.	person	Q21531787		IT			
394	B.F.C.C.	person	Q21531787		IT			
103	S. Chrysostom	relic	N/A		ERW			
399	B.F.C.C.	person	Q21531787		IT			
103	Sun	organization			ERW			
103	the Romanesque Irish Church of XII Century	organization			ERW			
103	True Cross	organization	N/A		ERW			
104	Bethlehem	organization	Q5776		IT			
104	Bethlehem	organization	Q5776		IT			
104	Danube	location	Q1653		IT	TRUE	TRUE	
104	Jewish Synagogue	organization	Q15281518	Regensburg	ERW			
104	Jewish Synagogue	organization	Q15281518	Regensburg	ERW			
104	Skeleton of Child	organization			ERW			
104	Skeleton of Child	organization			ERW			
399	B.F.C.C.	person	Q21531787		IT			
104	Sun	organization			ERW			
104	True Cross	organization	N/A		ERW			
104	Walhalla	location	N/A		ERW	TRUE	TRUE	
105	Danube	location	Q1653		IT	TRUE	TRUE	
105	Parthenon	organization	Q10288		ERW			
105	Parthenon	organization	Q10288		ERW			
105	Parthenon	organization	Q10288		ERW			
105	Parthenon	organization	Q10288		ERW			
432	B.F.C.C.	person	Q21531787		IT			
105	Walhalla	location	N/A		ERW	TRUE	TRUE	
166	Baccio Bandinellis	person	Q358348		IT			
107	Dagnau	organization	Q663837		IT			
166	Baccio Bandinellis	person	Q358348		IT			
107	Glaspalast	organization	Q319069		IT			
107	Hotel Roth	organization		No wikidata	IT			
107	Manets	organization			ERW			
110	Baedeker	person	Q77302		IT			
107	Pinacothek	location	Q154568	Munich	ERW	TRUE	FALSE	
107	Salon	organization			ERW			
148	Baedeker	person	Q77302		IT			
149	Baedeker	person	Q77302		IT			
244	Baedeker	person	Q77302		IT			
108	Dagnau	organization	Q663837		IT			
330	Baedeker	person	Q77302		IT			
305	Balbo	person	Q1056738		IT			
243	Balducci	person	Q3107021		IT			
244	Balducci	person	Q3107021		IT			
289	Balducci	person	Q3107021		IT			
289	Balducci	person	Q3107021		IT			
108	the Rosy Cross	organization			ERW			
359	Balducci	person	Q3107021		IT			
109	Cupid	organization	Q5011		IT			
109	Hotel Roth	organization		No wikidata	IT			
251	Baldwin	person		Family doctor?	IT			
394	Baldwin	person			IT			
310	Balfour	person	Q19008		IT			
354	Balzac	person	Q9711		IT			
426	Balzac	person	Q9711		IT			
314	Baptist	person	Q40662		IT			
142	Barbey	person	Q314963		IT			
381	Bardini	person	Q593445		IT			
291	Baring Gould	person	Q1242472		IT			
110	Burckmeyer	organization		Cannot find, probably heavily misspelled	IT			
302	Barozzi	person	Q316731		IT			
110	Hotel Roth	organization		No wikidata	IT			
404	Bartolomeo Vivarinis	person	Q456971		IT			
302	Bartolommeo Veneto	person	Q809520		IT			
154	Bassani	person	Q346502		IT			
154	Bassani	person	Q346503		IT			
111	Brauereis	organization	Q131734		IT			
111	Hotel Roth	organization		No wikidata	IT			
111	Pinacothek	location	Q154568	Munich	ERW	TRUE	FALSE	
253	Bassani	person	Q346504		IT			
112	Hotel Roth	organization		No wikidata	IT			
266	Bassani	person	Q346505		IT			
153	Bassanis	person	Q346506		IT			
153	Bassanis	person	Q346507		IT			
154	Bassano	person	Q47094		IT			
154	Bassano	person	Q47094		IT			
113	Detaille	organization	Q724148		IT			
303	Bassano	person	Q47094		IT			
130	Bassanos	person	Q346502		ERW			
113	Hagborg	organization	Q2870939		IT			
214	Baudelaire	person	Q501		IT			
243	Beccafumi	person	Q455712		IT			
244	Beccafumi	person	Q455712		IT			
412	Beccafumi	person	Q455712		IT			
303	Beccaruzzi	person	Q1361080		IT			
124	Bellini	person	Q17169		IT			
113	Salon	organization			ERW			
113	Samson	organization			ERW			
136	Bellini	person	Q17169		IT			
144	Bellini	person	Q17169		IT			
316	Bellini	person	Q17169		IT			
353	Ben Jonson	person	Q193857		IT			
179	Benedetto da Maiano	person	Q675619		IT			
180	Benedetto da Maiano	person	Q675619		IT			
114	Ferrarese Schools	organization	Q13362		IT			
141	Benedetto Diana	person	Q3638104		IT			
142	Benedetto Diana	person	Q3638104		IT			
383	Benn	person	Q4648505	Friend of Berensons	IT			
383	Benn	person	Q4648505	Friend of Berensons	IT			
386	Benn	person	Q4648505	Friend of Berensons	IT			
387	Benn	person	Q4648505	Friend of Berensons	IT			
388	Benn	person	Q4648505	Friend of Berensons	IT			
115	Duomo	organization	Q2713844		IT			
268	Benozzo	person	Q248615		IT			
200	Benozzo Gozzoli	person	Q248615		IT			
116	Duomo	organization	Q2713844		IT			
267	Benozzo Gozzoli	person	Q248615		IT			
382	Benson	person	Q246953	Friend of Berensons	IT			
116	San  Giorgio	organization			ERW			
384	Benson	person	Q246953	Friend of Berensons	IT			
116	the Porta Palio	organization			ERW			
93	Berenson	person	Q359047		IT			
162	Berenson	person	Q359047		IT			
117	Buonsignori	organization	Q17637660		IT			
182	Berenson	person	Q359047		IT			
117	Hotel Colomba	organization	Q111412921		IT			
117	Montagnas	art	Q34605		ERW	FALSE		
182	Berenson	person	Q359047		IT			
211	Berenson	person	Q359047		IT			
288	Berenson	person	Q359047		IT			
118	Transalpine Galleries	organization	N/A		ERW			
118	Transalpine Galleries	organization	N/A		ERW			
363	Berenson	person	Q359047		IT			
363	Berenson	person	Q359047		IT			
120	Cavazzolas	organization	Q2382158		IT			
384	Berenson	person	Q359047		IT			
120	Hotel Colombe d’Or	organization	Q111412921		IT			
120	S. Maria in Organo	location	Q1052661		ERW	TRUE	TRUE	
417	Berenson	person	Q359047		IT			
418	Berenson	person	Q359047		IT			
121	La Madonna della Campagna	location	Q3669329	Verona	ERW	TRUE	TRUE	
412	Bernardino da Mariotto	person	Q2898920		IT			
121	Santa Maria del Organo	location	Q1052661		ERW	TRUE	TRUE	
73	Bernhard	person	Q359047		IT			
83	Bernhard	person	Q359047		IT			
89	Bernhard	person	Q359047		IT			
123	Bernhard	person	Q359047		IT			
122	Church	organization	Q2713844		IT			
137	Bernhard	person	Q359047		IT			
160	Bernhard	person	Q359047		IT			
167	Bernhard	person	Q359047		IT			
191	Bernhard	person	Q359047		IT			
191	Bernhard	person	Q359047		IT			
191	Bernhard	person	Q359047		IT			
214	Bernhard	person	Q359047		IT			
231	Bernhard	person	Q359047		IT			
123	Pisanello	organization	Q311082		ERW			
123	S. Eufemia	location	Q3672797	Verona	ERW	TRUE	FALSE	
123	San Fermo	organization			ERW			
231	Bernhard	person	Q359047		IT			
231	Bernhard	person	Q359047		IT			
231	Bernhard	person	Q359047		IT			
233	Bernhard	person	Q359047		IT			
124	Lombardi	organization			ERW			
124	Pisanello	organization	Q311082		ERW			
242	Bernhard	person	Q359047		IT			
243	Bernhard	person	Q359047		IT			
243	Bernhard	person	Q359047		IT			
243	Bernhard	person	Q359047		IT			
245	Bernhard	person	Q359047		IT			
125	Lido	location	Q1757063		ERW	TRUE	FALSE	
125	Oxford	organization	Q34433		ERW			
126	Accademia	organization	Q4671475		IT			
245	Bernhard	person	Q359047		IT			
246	Bernhard	person	Q359047		IT			
246	Bernhard	person	Q359047		IT			
126	Correr	organization	Q1470912		IT			
247	Bernhard	person	Q359047		IT			
247	Bernhard	person	Q359047		IT			
247	Bernhard	person	Q359047		IT			
247	Bernhard	person	Q359047		IT			
247	Bernhard	person	Q359047		IT			
126	Lido	location	Q1757063		ERW	TRUE	FALSE	
126	S. Giovanni Elimosinario	organization	Q1543347	Venice	ERW			
126	S. Maria Mater Domini	location	Q520477	Venice	ERW	TRUE	FALSE	
248	Bernhard	person	Q359047		IT			
248	Bernhard	person	Q359047		IT			
249	Bernhard	person	Q359047		IT			
127	Met Costa	organization			ERW			
127	Met Costa	organization			ERW			
127	San Francesco della Vigna	organization			ERW			
127	the Church of San Rocco	organization			ERW			
128	Burano	location	Q52439		IT	TRUE	TRUE	
128	Burano	location	Q52439		IT	TRUE	TRUE	
250	Bernhard	person	Q359047		IT			
128	Correr	organization	Q1470912		IT			
250	Bernhard	person	Q359047		IT			
128	Hotel Murano	organization		No wikidata	IT			
252	Bernhard	person	Q359047		IT			
128	S. Giorgio Maggiore	location	Q126327	Venice	ERW	TRUE	TRUE	
252	Bernhard	person	Q359047		IT			
128	Torcello	location	Q52441		ERW	TRUE	FALSE	
129	Academy	organization	Q338330		IT			
129	Florian	organization	Q960610		IT			
129	Lido	location	Q1757063		ERW	TRUE	FALSE	
129	Lotto	organization			ERW			
129	Met Costa	organization			ERW			
129	Met Costa 〈	organization			ERW			
129	S. Giovanni Crisostomo	location	Q915746	Venice	ERW	TRUE	TRUE	
129	S. Giuliano	organization	Q3670591	Venice	ERW			
129	S. Lio	organization	Q647427	Venice	ERW			
252	Bernhard	person	Q359047		IT			
129	Santa Maria in Orto	location	Q861436	Madonna dell'Orto	ERW	TRUE	FALSE	
252	Bernhard	person	Q359047		IT			
130	Lido	location	Q1757063		ERW	TRUE	FALSE	
130	Met Costa	organization			ERW			
253	Bernhard	person	Q359047		IT			
130	S. Francesco della Vigna	location	Q946542	Venice	ERW	TRUE	FALSE	
130	the School of Modena	organization			ERW			
130	Tintorettos	art	Q5996597	at Doges Palace	ERW			
130	Venturi	organization	Q2824734	Adolfo Venturi	ERW			
131	Academy	organization	Q338330		IT			
131	Accademia	organization	Q338330		IT			
131	Buonsignori	organization	Q17637660		IT			
253	Bernhard	person	Q359047		IT			
131	Gesuati	organization	Q1093909		IT			
131	Giovanni e Paolo	organization	Q155225		IT			
