Page #,Citation,Entry,Type,Wikidata ID,Notes,Annotator,Paragraph #,Start,End
175,,Oxford,organization,Q34433,,ERW,2,214,220
252,,Oxford,organization,Q34433,,ERW,9,141,147
387,,Oxford,organization,Q34433,,ERW,9,153,159
388,,Oxford,organization,Q34433,,ERW,2,153,159
221,,Papacy,organization,,,ERW,11,35,41
83,,parfois,organization,,,ERW,4,33,40
189,,Paris Bordone,organization,,,ERW,15,54,67
190,,Paris Bordone,organization,,,ERW,9,31,44
433,,Parma,organization,,,ERW,9,28,33
433,,Parma,organization,,,ERW,19,40,45
432,,parroco,organization,,,ERW,3,62,69
105,,Parthenon,organization,Q10288,,ERW,1,214,223
105,,Parthenon,organization,Q10288,,ERW,1,281,290
105,,Parthenon,organization,Q10288,,ERW,2,576,585
105,,Parthenon,organization,Q10288,,ERW,2,643,652
160,,Pellegrino di,organization,Q732082,,ERW,3,121,134
91,,Pisanello,organization,Q311082,,ERW,5,30,39
92,,Pisanello fresco in Sant’Anastasia.,organization,Q733017,Verona,ERW,2,30,39
123,,Pisanello,organization,Q311082,,ERW,13,147,156
124,,Pisanello,organization,Q311082,,ERW,2,147,156
430,,Pisanello,organization,Q311082,,ERW,5,18,27
272,,Poldi-Pezzoli,organization,Q1190657,Milan,ERW,12,7,20
326,,Progresso,organization,N/A,,ERW,11,41,50
426,,Querini-Stampalia,organization,Q7194793,,ERW,6,23,40
296,,Raphael and School,organization,Q5597,,ERW,2,38,56
82,,Renaissance,organization,Q4692,,ERW,5,56,67
250,,Renaissance,organization,Q4692,,ERW,3,499,510
252,,Renaissance,organization,Q4692,,ERW,9,174,185
254,,Renaissance,organization,Q4692,,ERW,46,254,265
269,,Renaissance,organization,Q4692,,ERW,9,18,29
313,,Renaissance,organization,Q4692,,ERW,2,85,96
314,,Renaissance,organization,Q4692,,ERW,6,171,182
315,,Renaissance,organization,Q4692,,ERW,5,119,130
327,,Renaissance,organization,Q4692,,ERW,3,111,122
327,,Renaissance,organization,Q4692,,ERW,4,136,147
331,,Renaissance,organization,Q4692,,ERW,5,109,120
364,,Renaissance,organization,Q4692,,ERW,10,206,217
365,,Renaissance,organization,Q4692,,ERW,2,206,217
371,,Renaissance,organization,Q4692,,ERW,3,76,87
372,,Renaissance,organization,Q4692,,ERW,1,35,46
372,,Renaissance,organization,Q4692,,ERW,2,102,113
377,,Renaissance,organization,Q4692,,ERW,4,40,51
387,,Renaissance,organization,Q4692,,ERW,9,240,251
388,,Renaissance,organization,Q4692,,ERW,2,240,251
399,,Renaissance,organization,Q4692,,ERW,1,6,17
399,,Renaissance,organization,Q4692,,ERW,1,75,86
399,,Renaissance,organization,Q4692,,ERW,2,115,126
399,,Renaissance,organization,Q4692,,ERW,2,184,195
400,,Renaissance,organization,Q4692,,ERW,10,111,122
426,,Renaissance Architecture,organization,Q236122,,ERW,11,20,44
311,,ROMAGNA,organization,Q244482,,ERW,14,1,8
409,,Rossetti,organization,Q186748,,ERW,9,59,67
294,,Rossos,organization,Q312617,,ERW,12,143,149
296,,Rukhmabai,organization,Q24939367,,ERW,4,9,18
244,,S. Ansano,organization,Q3672560,,ERW,2,66,75
139,,S. Giovanni Elemosinario,organization,Q1543347,Venice,ERW,8,37,61
126,,S. Giovanni Elimosinario,organization,Q1543347,Venice,ERW,7,78,102
313,,S. Giovanni Evangelista,organization,Q747427,Ravenna,ERW,2,8,31
266,,S. Girolamo,organization,Q3689562,Volterra,ERW,6,30,41
397,,S. Girolamo,organization,Q55191967,Spello,ERW,12,53,64
129,,S. Giuliano,organization,Q3670591,Venice,ERW,2,13,24
141,,S. Giuliano,organization,Q3670591,Venice,ERW,11,57,68
427,,S. Giuseppe,organization,Q938556,Venice,ERW,25,65,76
140,,S. Giuseppe di Castello,organization,Q938556,Venice,ERW,2,8,31
129,,S. Lio,organization,Q647427,Venice,ERW,2,151,157
177,,S. Lorenzo,organization,Q573881,Florence,ERW,10,48,58
223,,S. Lorenzo,organization,Q573881,Florence,ERW,7,7,17
314,,S. Lorenzo,organization,Q573881,Florence,ERW,3,522,532
436,,S. Lorenzo,organization,Q573881,Florence,ERW,9,46,56
140,,S. Luca,organization,Q3585362,Venice,ERW,7,133,140
433,,S. Lucca,organization,Q2004104,Bologna,ERW,28,36,44
326,,S. M. di Consolazione,organization,Q3585432,Todi,ERW,10,11,32
131,,S. Pantaleone,organization,,,ERW,8,13,26
131,,S. Stefano,organization,,,ERW,2,40,50
336,,Sacristy,organization,,,ERW,14,26,34
419,,Sacristy,organization,,,ERW,9,75,83
420,,Sacristy,organization,,,ERW,2,75,83
248,,Saint-Saëns’ Sansone e Dalila,organization,,,ERW,4,72,101
395,,Saints,organization,,,ERW,9,102,108
107,,Salon,organization,,,ERW,4,182,187
113,,Salon,organization,,,ERW,7,37,42
248,,Salon,organization,,,ERW,10,184,189
274,,Salon,organization,,,ERW,8,12,17
277,,Salon,organization,,,ERW,3,61,66
409,,Salon,organization,,,ERW,2,125,130
139,,Salute,organization,,,ERW,3,57,63
427,,"Salute, Santo Spirito,",organization,,,ERW,2,0,22
113,,Samson,organization,,,ERW,7,15,21
116,,San  Giorgio,organization,,,ERW,2,110,122
123,,San Fermo,organization,,,ERW,8,18,27
127,,San Francesco della Vigna,organization,,,ERW,9,53,78
305,,San Francesco della Vigna,organization,,,ERW,9,72,97
266,,San Gimignano,organization,,,ERW,9,48,61
267,,San Gimignano,organization,,,ERW,6,28,41
268,,San Lucchese,organization,,,ERW,4,36,48
133,,San Spirito,organization,,,ERW,9,11,22
242,,San〈to〉 Spirito and the Servi,organization,,,ERW,7,26,55
140,,Santa 〈Maria,organization,,,ERW,3,185,197
98,,Santa Conv〈ersazione〉,organization,,,ERW,12,0,21
223,,Santa Maria Nuova,organization,,,ERW,8,89,106
324,,Santa Maria Nuova,organization,,,ERW,12,103,120
325,,Santa Maria Nuova,organization,,,ERW,2,103,120
406,,Santo Spirito,organization,,,ERW,10,72,85
83,,sauf de très,organization,,,ERW,4,211,223
133,,Scalzi,organization,,,ERW,9,84,90
426,,Scalzi,organization,,,ERW,17,27,33
82,,Schloss,organization,,,ERW,5,85,92
418,,Schluderbach,organization,,,ERW,7,13,25
358,,Science,organization,,,ERW,2,262,269
78,,Scoorel,organization,Q282708,,IT,13,27,34
311,,Seminario,organization,,,ERW,4,20,29
265,,Seminary,organization,,,ERW,5,204,212
432,,Senza Creanza,organization,,,ERW,3,116,129
97,,Shaudan,organization,,,ERW,6,34,41
241,,Siena,organization,,,ERW,1,26,31
241,,Siena,organization,,,ERW,2,16,21
242,,Siena,organization,,,ERW,1,24,29
242,,Siena,organization,,,ERW,12,25,30
245,,Siena,organization,,,ERW,3,8,13
385,,Signa,organization,,,ERW,8,46,51
332,,Signorellis,organization,,,ERW,9,214,225
333,,Signorellis,organization,,,ERW,2,214,225
275,,Sisley,organization,,,ERW,5,136,142
403,,Sistine,organization,,,ERW,7,15,22
104,,Skeleton of Child,organization,,,ERW,1,64,81
104,,Skeleton of Child,organization,,,ERW,2,544,561
253,,Social Diseases,organization,,,ERW,19,0,15
242,,Sodomas,organization,,,ERW,3,83,90
430,,Spaventi,organization,,,ERW,5,7,15
309,,Sperry,organization,,,ERW,7,10,16
131,,St. Mark’s,organization,,,ERW,3,20,30
155,,St. Mark’s,organization,,,ERW,2,195,205
156,,St. Mark’s,organization,,,ERW,2,195,205
421,,St. Mark’s,organization,,,ERW,18,0,10
335,,St. Peter’s,organization,,,ERW,18,65,76
336,,St. Peter’s,organization,,,ERW,4,41,52
398,,St. Peter’s,organization,,,ERW,10,0,11
316,,St. Spirito,organization,,,ERW,2,80,91
158,,Stella d’Oro,organization,,,ERW,1,26,38
421,,Stella d’Oro,organization,,,ERW,7,29,41
366,,Stillman,organization,,,ERW,3,65,73
428,,Stra,organization,,,ERW,14,88,92
272,,Suardi,organization,,,ERW,8,89,95
103,,Sun,organization,,,ERW,4,184,187
104,,Sun,organization,,,ERW,2,184,187
433,,Sun,organization,,,ERW,31,14,17
297,,Superga,organization,,,ERW,12,78,85
432,,Sussago,organization,,,ERW,13,15,22
355,,Symonds,organization,,,ERW,7,0,7
356,,Symonds,organization,,,ERW,2,0,7
253,,T. Carlyle,organization,,,ERW,14,11,21
297,,Tanagras,organization,,,ERW,1,68,76
297,,Tanagras,organization,,,ERW,2,138,146
299,,tasca,organization,,,ERW,1,404,409
299,,tasca,organization,,,ERW,2,524,529
316,,Teatro,organization,,,ERW,8,89,95
317,,Teatro,organization,,,ERW,2,89,95
200,,tellement savoir,organization,,,ERW,5,149,165
165,,the “Roman School,organization,,,ERW,24,64,81
166,,the “Roman School,organization,,,ERW,2,64,81
355,,The American Traveller,organization,,,ERW,1,75,97
355,,The American Traveller,organization,,,ERW,2,141,163
221,,the Andrea del Sarto,organization,,,ERW,2,4,24
243,,the Baptistry and Libraria of the Duomo,organization,,,ERW,1,284,323
243,,the Baptistry and Libraria of the Duomo,organization,,,ERW,2,330,369
415,,the Bavarian Museum,organization,,,ERW,5,56,75
244,,the Belle Arti,organization,,,ERW,3,145,159
432,,the Café Centrale,organization,,,ERW,10,6,23
321,,the Canonico Bettucci,organization,,,ERW,6,38,59
343,,the Casa Buonarotti,organization,,,ERW,6,60,79
73,,the Catholic Church,organization,Q1841,,IT,9,20,27
294,,the Chapel of St Vincent de Paul,organization,,,ERW,3,8,40
405,,the Chiesa dei Mercanti,organization,,,ERW,6,204,227
320,,the Church a Lotto,organization,,,ERW,3,114,132
326,,the Church at Todi,organization,,,ERW,2,53,71
407,,The Church Bells,organization,,,ERW,12,0,16
150,,the Church of S. Antonio,organization,,,ERW,4,214,238
127,,the Church of San Rocco,organization,,,ERW,7,158,181
146,,the Church of St. Antony,organization,,,ERW,1,86,110
368,,the Collegio Militare,organization,,,ERW,13,32,53
240,,the Corsini Gallery,organization,,,ERW,6,64,83
386,,the Corsini Gallery,organization,,,ERW,8,71,90
403,,the Countess Suardi,organization,,,ERW,8,122,141
227,,the County Council,organization,,,ERW,6,40,58
263,,the della Robbia School,organization,,,ERW,4,156,179
264,,the della Robbia School,organization,,,ERW,2,156,179
426,,the Evening Post,organization,,,ERW,8,39,55
289,,the Exposition des Arts de la Femme,organization,,,ERW,16,8,43
293,,the Exposition des Arts de la Femme,organization,,,ERW,12,53,88
390,,The Fine Arts,organization,,,ERW,14,37,50
180,,The Fountain of Youth,organization,,,ERW,9,105,126
426,,the Free Review,organization,,,ERW,11,57,72
434,,the Free Review,organization,,,ERW,8,37,52
192,,the Giotteschi at Santa Croce,organization,,,ERW,11,53,82
193,,the Giotteschi at Santa Croce,organization,,,ERW,2,53,82
165,,the Greek bronze〈s〉,organization,,,ERW,20,28,47
247,,the Hampton Court Catalogue,organization,,,ERW,11,33,60
233,,the Hampton Court Guide,organization,,,ERW,1,511,534
233,,the Hampton Court Guide,organization,,,ERW,1,1075,1098
235,,the Hampton Court Guide,organization,,,ERW,1,747,770
235,,the Hampton Court Guide,organization,,,ERW,2,1232,1255
239,,the Hampton Court Guide,organization,,,ERW,7,32,55
240,,the Hampton Court Guide,organization,,,ERW,4,86,109
246,,the Hampton Court Guide,organization,,,ERW,8,30,53
426,,the Hampton Court Guide,organization,,,ERW,13,150,173
165,,the Home Reading Room,organization,,,ERW,22,26,47
409,,the House of Commons,organization,,,ERW,8,81,101
357,,the Journal des Beaux Arts,organization,,,ERW,6,55,81
209,,The Knight Errant,organization,,,ERW,1,236,253
209,,The Knight Errant,organization,,,ERW,2,326,343
398,,the Lateran Gallery,organization,,,ERW,5,43,62
434,,The League of Youth,organization,,,ERW,4,14,33
244,,the Libraria del Duomo,organization,,,ERW,6,107,129
324,,The Loggia 〈dei Mercanti〉,organization,,,ERW,1,68,93
324,,The Loggia 〈dei Mercanti〉,organization,,,ERW,2,262,287
224,,the Lorenzo di Credi,organization,,,ERW,9,38,58
152,,the Loschi Giorgione,organization,,,ERW,2,24,44
321,,the Macerata Academy,organization,,,ERW,6,679,699
291,,the Mairie 1re Arrondissement,organization,,,ERW,5,50,79
297,,the Museo Civico,organization,,,ERW,16,20,36
298,,the Museo Civico,organization,,,ERW,2,20,36
303,,the Museo Civico,organization,,,ERW,7,15,31
433,,the Museo Civico,organization,,,ERW,27,25,41
240,,the Museum of Antiquities,organization,,,ERW,2,246,271
338,,the National Gallery,organization,,,ERW,4,108,128
359,,the National Gallery,organization,,,ERW,4,47,67
366,,the National Library,organization,,,ERW,3,12,32
358,,the National Lottery,organization,,,ERW,5,240,260
417,,The New Gallery,organization,,,ERW,9,0,15
275,,the New Salon,organization,,,ERW,4,47,60
275,,the New Salon,organization,,,ERW,8,14,27
276,,the New Salon,organization,,,ERW,4,68,81
277,,the New Salon,organization,,,ERW,6,145,158
279,,the New Salon,organization,,,ERW,8,33,46
376,,the New York Nation,organization,,,ERW,8,91,110
278,,the Old Salon,organization,,,ERW,8,44,57
295,,the Opéra Comique,organization,,,ERW,4,65,82
255,,the Opera del Duomo,organization,,,ERW,6,61,80
336,,the Opera del Duomo,organization,,,ERW,1,0,19
336,,the Opera del Duomo,organization,,,ERW,2,18,37
381,,the Opera del Duomo,organization,,,ERW,13,16,35
394,,the Opera del Duomo,organization,,,ERW,3,57,76
331,,the Palazzo del Tè,organization,,,ERW,4,165,183
308,,the Palazzo Grassi,organization,,,ERW,3,23,41
134,,the Palazzo Reale,organization,,,ERW,3,18,35
137,,the Palazzo Rezzonico,organization,,,ERW,6,16,37
381,,the Palazzo Vecchio,organization,,,ERW,9,8,27
340,,the Panciatichi Gallery,organization,,,ERW,8,66,89
233,,the Paris Bordone,organization,,,ERW,1,1325,1342
244,,the Paris Bordone,organization,,,ERW,1,110,127
176,,the Pazzi Chapel,organization,,,ERW,14,42,58
243,,the Poor House,organization,,,ERW,3,28,42
243,,the Poor House,organization,,,ERW,7,8,22
116,,the Porta Palio,organization,,,ERW,3,88,103
271,,the Railway Company,organization,,,ERW,9,140,159
437,,The Reef,organization,,,ERW,6,21,29
324,,the Renaissance Churches,organization,,,ERW,9,78,102
136,,the Revue de Deux Mondes,organization,,,ERW,4,57,81
337,,the Riccardi Palace,organization,,,ERW,4,98,117
79,,the Rijks Museum,organization,,,ERW,1,5,21
79,,the Rijks Museum,organization,,,ERW,2,157,173
103,,the Romanesque Irish Church of XII Century,organization,,,ERW,3,70,112
108,,the Rosy Cross,organization,,,ERW,3,170,184
336,,the Sacco di Roma,organization,,,ERW,5,61,78
130,,the School of Modena,organization,,,ERW,6,90,110
255,,the Venetian School,organization,Q610687,,ERW,7,42,61
400,,the Villa Albani,organization,Q4011749,,ERW,5,76,92
401,,the Villa Medici,organization,Q1362663,,ERW,5,70,86
403,,the Villa Medici,organization,Q1362663,,ERW,8,48,64
389,,the Villa Montauto,organization,Q3662719,,ERW,7,44,62
304,,the Villa Valmarana,organization,Q2721458,,ERW,4,16,35
315,,The Woman’s Herald,organization,Q88565492,,ERW,1,21,39
315,,The Woman’s Herald,organization,Q88565492,,ERW,2,46,64
322,,the Woman’s Herald,organization,Q88565492,,ERW,4,57,75
294,,the Women’s Exposition,organization,N/A,,ERW,5,46,68
317,,The Women’s Herald,organization,Q88565492,,ERW,6,38,56
360,,The Women’s Herald,organization,Q88565492,,ERW,7,0,18
82,,Theater,organization,Q21037178,in Brunswick,ERW,5,94,115
425,,Theatre Goldoni’s,organization,Q3982376,,ERW,9,16,33
118,,Transalpine Galleries,organization,N/A,,ERW,1,224,245
118,,Transalpine Galleries,organization,N/A,,ERW,2,418,439
103,,True Cross,organization,N/A,,ERW,4,291,301
104,,True Cross,organization,N/A,,ERW,2,291,301
396,,Umbertide,organization,Q20685,,ERW,9,9,18
295,,Umbrian School,organization,Q2478178,,ERW,6,42,56
315,,URBINO,organization,Q2759,,ERW,3,43,49
400,,Vedders,organization,Q389726,maybe?,ERW,11,40,47
418,,Venas,organization,Q4009477,,ERW,9,30,35
251,,Venetian Art,organization,Q29888769,,ERW,1,44,56
251,,Venetian Art,organization,Q29888769,,ERW,2,50,62
256,,Venetian School,organization,Q610687,,ERW,3,48,63
258,,Venetian School,organization,Q610687,,ERW,6,36,51
130,,Venturi,organization,Q2824734,Adolfo Venturi,ERW,6,71,78
364,,Vernon Lee & Co.,organization,Q2669614,,ERW,10,25,41
365,,Vernon Lee & Co.,organization,Q2669614,,ERW,2,25,41
420,,Villa Maser,organization,Q1071495,,ERW,5,31,42
286,,Wards of Chancery,organization,,,ERW,4,70,87
287,,Wards of Chancery,organization,,,ERW,1,596,613
287,,Wards of Chancery,organization,,,ERW,2,795,812
87,,Wedding-Contract,organization,,,ERW,3,293,309
88,,Wedding-Contract,organization,,,ERW,2,293,309
371,,Wickhoff,organization,Q85596,,ERW,5,76,84
325,,Woman’s Herald,organization,Q125256,,ERW,3,128,142
439,,Woman’s Herald,organization,Q88565492,,ERW,7,24,38
294,,Whistler  painted in ’66! ships and sea in twilight,painting,Q9348917,not sure the exact correct painting,ERW,2,81,89
73,,Augusta Webster,person,Q4820995,,IT,8,80,88
73,,Bernhard,person,Q359047,,IT,2,157,166
73,,Flemings,person,,Cannot find,IT,4,54,60
73,,Maeterlingk,person,Q49747,,IT,4,0,8
73,,Mary,person,Q6779039,,IT,2,10,18
73,,Rubens,person,Q5599,,IT,7,11,19
73,,Rubens,person,Q5999,,IT,11,0,8
74,,A. Brauwer,person,Q364139,,IT,2,20,28
74,,Franz Hals,person,Q167654,,IT,11,41,48
74,,Mersu,person,Q355213,,IT,2,106,112
74,,Paul Potter,person,Q355406,,IT,9,24,31
74,,Rembrandt,person,Q5598,,IT,9,17,25
74,,Rubens,person,Q5599,,IT,9,0,8
74,,Steengracht,person,Q96175994,,IT,4,0,8
74,,von Delft,person,Q41264,,IT,3,0,8
75,,Hokusai,person,Q5586,,IT,5,0,8
75,,Maeterlinck,person,Q49747,,IT,13,45,53
75,,Motley,person,Q689281,,IT,9,0,8
75,,P.P.,person,Q355406,,IT,10,8,14
75,,P.P.,person,Q355407,,IT,4,11,18
75,,Paul Potter,person,Q355408,,IT,11,28,48
75,,Van Meer van Delft,person,Q41264,,IT,5,321,329
76,,Goncourt,person,Q622283,,IT,11,33,41
76,,Motley,person,Q689281,,IT,7,89,97
76,,Motley,person,Q689281,,IT,8,12,20
76,,Motley,person,Q689281,,IT,10,8,16
76,,Vanmeer,person,Q41264,,IT,5,427,435
77,,B.B.,person,Q359047,,IT,13,145,164
77,,Franz <Hals>,person,Q167654,,IT,9,40,47
77,,Franz Hals,person,Q167654,,IT,2,41,48
77,,Jan Steen,person,Q205863,,IT,10,164,171
77,,Motley,person,Q689281,,IT,2,12,20
77,,Motley,person,Q689281,,IT,5,66,74
77,,Pieter de Hooghe,person,Q314889,,IT,4,12,19
77,,Rembrandt,person,Q5598,,IT,10,26,34
77,,Van du Helst,person,Q380704,,IT,6,5,13
77,,Van du Helst,person,Q380705,,IT,8,0,8
77,,Van du Meer,person,Q41264,,IT,3,145,153
77,,Van du Meer,person,Q41264,,IT,4,28,36
78,,B.,person,Q359047,,IT,5,21,38
78,,Botticelli,person,Q5669,,IT,3,72,80
78,,Paul Potter,person,Q355407,,IT,1,28,43
78,,Vanmeer van Delft’s,person,Q41264,,IT,3,405,413
79,,B.,person,Q359047,,IT,5,28,45
79,,Bradley,person,Q15982614,,ERW,9,8,15
79,,Cooper,person,Q3719235,,ERW,9,25,31
79,,Cuyks,person,Q313194,,IT,9,45,49
79,,Franz Hals,person,Q167654,,IT,15,57,65
79,,Franz Hals,person,Q167654,,IT,13,11,19
79,,Jan Steens,person,Q205863,,ERW,3,152,162
79,,Maleine,person,,,ERW,8,5,12
79,,Motley,person,Q689281,,ERW,4,5,11
79,,Paul Potter,person,Q355407,,ERW,3,177,188
79,,Vanmeer van Delft’s,person,Q41264,,IT,6,49,57
80,,Carrière,person,Q461464,,IT,3,0,6
80,,Cornelius van Haarlems,person,Q442484,,IT,2,22,31
80,,Frans Hals,person,Q167654,,IT,18,0,9
80,,Rembrandt,person,Q5598,,ERW,3,286,295
80,,Shakspeare,person,,,ERW,3,235,245
80,,Van der Velde,person,Q2166599,Petrus Van der Velden,ERW,4,88,101
81,,Cornelius van Haarlems,person,Q442484,,IT,7,5,14
81,,Frans Hals,person,Q167654,,IT,9,34,43
81,,Frans Hals,person,Q167654,,IT,1,213,222
81,,Hals,person,Q167654,,IT,2,212,219
81,,Hals,person,Q167654,,IT,4,16,25
81,,Jan de Braij,person,Q541789,,ERW,1,33,45
350,,Arno,location,Q115457,,IT,2,153,161
352,,Arno,location,Q115457,,IT,3,13,21
81,,Jan de Braij,person,Q541789,,ERW,2,231,243
81,,Motley,person,Q689281,,ERW,9,5,11
329,,Assisi,location,Q20103,,IT,9,87,95
333,,Assisi,location,Q20103,,IT,4,36,44
397,,Assisi,location,Q20103,,IT,6,15,23
434,,Assisi,location,Q20103,,IT,9,0,8
81,,Pot,person,N/A,,ERW,1,119,122
81,,Pot,person,N/A,,ERW,2,317,320
81,,Titian,person,Q47551,,ERW,1,239,245
81,,Titian,person,Q47551,,ERW,2,437,443
81,,Van der Velde,person,Q2166599,Petrus Van der Velden,ERW,2,88,101
81,,Velasquez,person,Q297,,ERW,1,212,221
81,,Velasquez,person,Q297,,ERW,2,410,419
81,,Verspronck,person,Q577974,,ERW,1,170,180
81,,Verspronck,person,Q577974,,ERW,2,368,378
81,,Watteau,person,,,ERW,5,23,30
82,,Dom,person,Q279402,,IT,3,357,362
82,,Dumas fils,person,Q169150,,IT,1,0,3
82,,Ibsen,person,Q36661,,IT,2,31,37
82,,Licht,person,,,ERW,3,55,60
82,,Tolstoi,person,Q7243,,ERW,3,34,41
82,,Tolstoi,person,Q7243,,ERW,7,124,131
83,,Bernhard,person,Q359047,,IT,4,14,23
83,,Goncourt,person,Q622283,,IT,8,16,33
84,,Palma,person,Q651795,,ERW,2,285,290
87,,Frans Hals,person,Q167654,,IT,2,279,288
87,,Rubens,person,Q5599,,ERW,3,107,113
87,,Stien,person,,,ERW,3,285,290
88,,Frans Hals,person,Q167654,,IT,1,0,5
88,,Rembrandt,person,Q5598,,ERW,5,21,30
88,,Rembrandts,person,Q5598,,ERW,3,67,77
88,,Rubens,person,Q5599,,ERW,2,107,113
88,,Stevenson,person,,,ERW,5,153,162
88,,Stien,person,,,ERW,2,285,290
89,,Bernhard,person,Q359047,,IT,2,14,23
89,,Grotius,person,Q154959,,IT,3,25,36
89,,Grotius,person,Q154959,,IT,8,38,50
89,,Hugo Grotius,person,Q154959,,IT,2,162,171
89,,Hugo Grotius,person,Q154959,,IT,13,13,22
89,,John Polagologos,person,N/A,,ERW,13,12,28
89,,Madonna,person,,,ERW,12,24,31
89,,Madonna,person,,,ERW,15,46,53
89,,Magdalen,person,,,ERW,1,34,42
89,,Magdalen,person,,,ERW,1,280,288
89,,Magdalen,person,,,ERW,2,223,231
89,,Magdalen,person,,,ERW,2,469,477
89,,Mary,person,,,ERW,16,17,21
89,,Michael,person,,,ERW,13,0,7
89,,Motley,person,Q689281,,ERW,4,64,70
89,,Rembrandt,person,Q5598,,ERW,1,309,318
89,,Rembrandt,person,Q5598,,ERW,1,374,383
89,,Rembrandt,person,Q5598,,ERW,2,21,30
89,,Rembrandt,person,Q5598,,ERW,2,498,507
89,,Rembrandt,person,Q5598,,ERW,2,563,572
89,,Stevenson,person,,,ERW,2,153,162
89,,Vermeer,person,Q41264,,ERW,3,64,71
91,,Antonio Vivarini,person,Q935534,,IT,7,30,38
91,,Gentile da Fabriano,person,Q312393,,ERW,2,49,93
91,,Tiepolo,person,Q435316,,ERW,2,118,125
91,,Van Dyck,person,Q150679,,ERW,5,199,207
92,,Ferrarese,person,Q13362,,IT,4,11,18
92,,Herr Klinsmann,person,,No wikidata,IT,1,26,55
92,,Van Dyck,person,Q150679,,ERW,2,199,207
93,,Berenson,person,Q359047,,IT,5,427,432
93,,Böcklin,person,Q123072,,IT,1,4,9
93,,Böcklin,person,Q123073,,IT,2,83,88
93,,Ferrarese,person,Q13362,,IT,4,31,40
93,,Herr Klinsmann,person,,No wikidata,IT,6,28,47
93,,Motley,person,Q689281,,ERW,5,0,6
93,,Susanna,person,,,ERW,3,157,164
93,,Tschudi,person,Q123016,,ERW,1,0,7
93,,Tschudi,person,Q123016,,ERW,2,76,83
94,,Bontine,person,,Gabriela Cunninghame Graham,IT,8,80,87
94,,Cooper,person,Q3719235,,IT,4,7,16
94,,Cope,person,Q62414607,,IT,6,52,61
94,,Michael Fields,person,Q839369,,ERW,12,10,24
94,,Motley,person,Q689281,,ERW,3,5,11
95,,B.B.,person,Q359047,,IT,2,145,164
95,,Cooper,person,Q3719235,,ERW,1,11,17
95,,Cooper,person,Q3719235,,ERW,2,58,64
95,,Costa,person,Q19997507,,ERW,12,32,37
95,,Florence Dike,person,,No Wikidata,IT,4,402,407
95,,Lizzie Johnston,person,,,ERW,11,28,43
95,,Madonna,person,,,ERW,12,23,30
95,,Michael Field,person,Q839369,,ERW,6,10,23
95,,Michael Fields,person,Q839369,,ERW,2,10,24
95,,Motley,person,Q689281,,ERW,8,0,6
95,,Siegfried,person,,,ERW,13,13,22
96,,B.,person,Q359047,,IT,1,25,43
96,,Bradley,person,Q15982614,,ERW,8,15,22
96,,Michael Field,person,Q839369,,ERW,8,24,37
96,,Michael Fields,person,Q839369,,ERW,3,10,24
97,,B.,person,Q359047,,IT,5,29,48
98,,Cossa,person,Q454892,,IT,4,78,87
98,,Dosso,person,Q356777,,IT,8,81,92
98,,Dosso,person,Q356777,,IT,2,62,73
98,,Dosso,person,Q356777,,IT,7,18,29
98,,Ercole Roberti,person,Q379521,,IT,6,13,30
98,,Garofalo,person,Q728512,,IT,1,40,48
98,,Giorgione,person,Q8459,,IT,3,98,108
98,,Madonna,person,,,ERW,5,0,7
98,,Michael Fields,person,Q839369,,ERW,14,22,36
98,,Palma,person,Q651795,,ERW,11,18,23
98,,Palma,person,Q651795,,ERW,12,23,28
98,,Paul Veroneses,person,Q9440,,ERW,3,2,16
98,,Sistine Madonna,person,,,ERW,3,18,33
98,,Titian,person,Q47551,,ERW,10,19,25
99,,Michael Fields,person,Q839369,,ERW,14,27,41
99,,Morelli,person,Q923703,,ERW,1,9,16
99,,Morelli,person,Q923703,,ERW,2,31,38
99,,Robertson,person,Q111175950,,ERW,1,31,40
99,,Robertson,person,Q111175950,,ERW,2,53,62
102,,lorsqu’il avait eu,person,,,ERW,1,305,323
103,,Goldner Kreuz,person,Q18560073,,IT,4,14,27
103,,Spike,person,,,ERW,4,235,240
104,,Spike,person,,,ERW,2,235,240
105,,Paul Veronese,person,Q9440,,ERW,2,1625,1638
107,,Besnard,person,Q51563027,,IT,1,37,44
107,,Franz Hals,person,Q167654,,IT,10,28,37
107,,Morelli,person,Q923703,,ERW,3,118,125
108,,B.,person,Q359047,,IT,9,29,48
108,,Besnard,person,Q51563027,,IT,2,49,56
108,,Glyptothek,person,Q162077,,IT,8,24,30
108,,Lehnbachs,person,Q585323,Franz von Lenbach,ERW,1,94,103
108,,Lehnbachs,person,Q585323,Franz von Lenbach,ERW,2,124,133
108,,Monets,person,Q300,,ERW,1,42,48
108,,Monets,person,Q301,,ERW,2,72,78
108,,San Peladan,person,,,ERW,3,196,207
109,,B.,person,Q359047,,IT,9,22,41
109,,Luini,person,,,ERW,3,201,206
109,,Madonna,person,,,ERW,2,147,154
109,,Mantegna,person,,,ERW,2,137,145
109,,Mantegna,person,,,ERW,2,231,239
109,,Mantegna,person,,,ERW,2,304,312
109,,Morelli,person,Q923703,,ERW,3,62,69
109,,the Fra Bartolommeos,person,,,ERW,2,84,104
110,,B.,person,Q359047,,IT,1,31,50
110,,Baedeker,person,Q77302,,IT,10,65,73
110,,Dürer,person,Q5580,,IT,5,90,94
110,,Luini,person,,,ERW,2,201,206
