Page #,Citation,Entry,Type,Wikidata ID,Notes,Annotator,Paragraph #,Start,End
110,,Morelli,person,Q923703,,ERW,2,62,69
110,,Moretto,person,Q954504,,ERW,1,9,16
110,,Moretto,person,Q954504,,ERW,2,296,303
112,,Hanfstaingl,person,Q647812,,IT,8,204,217
112,,Leubach,person,,,ERW,4,39,46
112,,Schack,person,,,ERW,4,12,18
113,,Blanche,person,Q936710,,IT,9,227,237
113,,Corot,person,Q148475,,IT,18,18,27
113,,Dagnau-Bouverets,person,Q663837,,IT,4,111,118
113,,Diaz,person,Q724140,,IT,7,136,142
113,,Dupré,person,Q959212,,IT,6,5,9
113,,Hamel Jacques,person,,No wikidata,IT,10,13,22
113,,Madonna,person,,,ERW,3,22,29
113,,Meunier,person,,,ERW,10,70,77
113,,Millet,person,Q148458,Jean-François Millet,ERW,9,11,18
113,,Puvis de Chavannes,person,Q216873,,ERW,10,173,191
113,,Ribot,person,Q768127,,ERW,10,54,59
114,,B.,person,Q359047,,IT,8,26,43
114,,Besnard,person,Q51563027,,IT,12,49,54
114,,Besnard,person,Q51563027,,IT,1,138,146
114,,Besnard,person,Q51563027,,IT,2,290,298
114,,Böcklin,person,Q123074,,IT,7,57,62
114,,Böcklin,person,Q123075,,IT,2,0,5
114,,Manet,person,,,ERW,1,15,20
114,,Manet,person,,,ERW,2,19,24
114,,Marshall,person,,,ERW,7,20,28
114,,Monet,person,Q296,,ERW,1,8,13
114,,Monet,person,Q297,,ERW,2,12,17
114,,Monets,person,Q302,,ERW,1,145,151
114,,Monets,person,Q303,,ERW,2,149,155
115,,Santi Apostoli,person,,,ERW,10,46,60
116,,B.,person,Q359047,,IT,1,27,44
116,,Giorgio,person,Q3670352,,IT,8,24,33
116,,Morelli,person,Q923703,,ERW,7,24,31
116,,Santi Apostoli,person,,,ERW,2,46,60
117,,B.,person,Q359047,,IT,4,31,50
117,,Bôcher,person,Q339406,,IT,12,200,208
117,,Celso,person,Q3668316,,IT,1,5,14
117,,Paolo Veronese,person,,,ERW,2,212,226
117,,Savoldo,person,,,ERW,3,67,74
118,,Green,person,Q4726110,,IT,2,39,52
120,,B.,person,Q359047,,IT,1,31,45
120,,B.,person,Q359047,,IT,3,27,41
120,,Evalyne,person,,No wikidata,IT,2,206,219
121,,B.,person,Q359047,,IT,1,27,41
121,,Farinati,person,Q367287,,IT,10,29,45
121,,Sanmichele,person,,,ERW,3,64,74
121,,Santi Apostoli,person,,,ERW,6,24,38
121,,Tiepolo,person,Q435316,,ERW,5,60,67
122,,Alberti,person,Q182046,,IT,2,83,90
122,,Cavenaghi,person,Q3266415,,IT,4,48,57
122,,Giulio Romano,person,Q215305,,IT,2,555,561
122,,Giulio Romano,person,Q215305,,IT,7,110,116
122,,Mantegna,person,,,ERW,3,39,47
122,,Mantegna,person,,,ERW,3,165,173
123,,Bernhard,person,Q359047,,IT,1,26,32
123,,Gertrude,person,,"Gertrude Hitz-Burton, no wikidata",IT,3,14,22
123,,Giulio Romano,person,Q215305,,IT,13,36,44
123,,Michael Field,person,Q839369,,ERW,9,10,23
123,,San Nazzaro e Celso,person,,,ERW,13,32,51
123,,San Tomaso,person,,,ERW,13,56,66
124,,Bellini,person,Q17169,,IT,1,103,109
124,,Layard,person,Q275013,Austen Henry Layard ,ERW,8,14,20
124,,San Nazzaro e Celso,person,,,ERW,2,32,51
124,,San Tomaso,person,,,ERW,2,56,66
125,,Correggio,person,Q8457,,IT,11,149,158
125,,Gertrude Burton,person,,"Gertrude Hitz-Burton, no wikidata",IT,2,45,53
125,,Layard,person,Q275013,Austen Henry Layard ,ERW,2,8,14
126,,B.,person,Q359047,,IT,2,29,43
126,,B.,person,Q359047,,IT,1,31,45
126,,Catena,person,Q1968947,,IT,3,24,34
126,,Costa,person,Q19997507,,ERW,3,20,25
126,,Costa,person,Q19997507,,ERW,4,107,112
126,,Costa,person,Q19997507,,ERW,8,22,27
126,,Dürer,person,Q5580,,IT,6,6,10
126,,Gertrude Burton,person,,"Gertrude Hitz-Burton, no wikidata",IT,5,0,8
126,,Tintoretto,person,Q706519,,ERW,7,39,49
127,,Canon Farrar,person,Q288986,,IT,2,85,107
127,,Costa,person,Q19997507,,ERW,7,24,29
128,,Claude Phillipps,person,Q5128990,,IT,7,34,41
128,,Costa,person,Q19997507,,ERW,8,30,35
128,,Morelli,person,Q923703,,ERW,8,78,85
128,,Torcello,person,Q52441,,ERW,2,79,87
129,,S. Pietro,person,,,ERW,3,84,93
130,,Bassanos,person,Q346502,,ERW,,,
130,,Paul Veroneses,person,Q9440,,ERW,2,86,100
131,,Gentile Bellini,person,Q290407,,IT,8,93,101
131,,Maria Zobenigo,person,,,ERW,2,24,38
131,,S. Sebastiano,person,,,ERW,2,84,97
131,,S. Trovaso,person,,,ERW,2,72,82
131,,S. Trovaso,person,,,ERW,9,29,39
131,,S. Vitale,person,,,ERW,2,52,61
133,,Costa,person,Q19997507,,ERW,5,173,178
133,,Gentile Bellini,person,Q290407,,IT,5,63,71
133,,Ray,person,Q7298165,,ERW,8,11,14
133,,San Giobbe,person,,,ERW,9,95,105
134,,B.,person,Q359047,,IT,1,30,44
134,,Howells,person,Q526709,,IT,8,19,31
134,,Mlle Jackowska,person,N/A,,ERW,5,34,48
134,,Mlle Mercier,person,N/A,,ERW,5,53,65
134,,Mlle Miranda,person,N/A,,ERW,2,75,87
134,,S. Marziale,person,Q690779,Venice,ERW,2,25,36
134,,Symonds,person,,,ERW,6,23,30
134,,Symonds,person,,,ERW,6,189,196
135,,B.,person,Q359047,,IT,1,25,39
135,,Howells,person,Q526709,,IT,10,69,80
135,,Howells,person,Q526709,,IT,4,175,193
135,,Mlle Jackowska,person,N/A,,ERW,7,45,59
135,,Palma,person,Q651795,,ERW,6,191,196
135,,S. Stefano,person,,,ERW,6,93,103
135,,Symonds,person,,,ERW,2,23,30
135,,Symonds,person,,,ERW,2,189,196
135,,Titian,person,Q47551,,ERW,4,113,119
136,,a Jules Verne,person,Q33977,,IT,10,106,112
136,,B.,person,Q359047,,IT,1,28,42
136,,Bellini,person,Q17169,,IT,2,177,183
136,,Gebhardt,person,Q475489,,IT,4,12,20
136,,Tolstoi,person,Q7243,,ERW,10,101,108
137,,Bernhard,person,Q359047,,IT,5,28,34
137,,Browning,person,Q233265,,IT,10,0,5
137,,Mary,person,,,ERW,4,4,8
137,,Pietro Longhi,person,Q447058,,ERW,5,143,156
137,,Tiepolo,person,Q435316,,ERW,6,85,92
138,,B.,person,Q359047,,IT,1,27,41
138,,B.,person,Q359047,,IT,1,25,39
138,,Costa,person,Q19997507,,ERW,3,104,109
138,,Costa,person,Q19997507,,ERW,7,5,10
138,,Henry Layard,person,Q275013,,IT,3,27,38
138,,Horatio Brown,person,Q3786754,,IT,5,28,43
138,,Jackowska,person,N/A,,ERW,9,53,62
138,,Loeser,person,Q19665336,,ERW,7,108,114
138,,Matthew Arnold,person,,,ERW,4,48,62
138,,Mercier,person,,,ERW,9,73,80
138,,Miss Bliss,person,N/A,,ERW,9,18,28
138,,Schiavoni,person,,,ERW,2,29,38
138,,Tura,person,Q7129,,ERW,3,189,193
139,,André Chevrillon,person,Q2847528,,IT,2,42,49
139,,B.,person,Q359047,,IT,1,29,43
139,,Costa,person,Q19997507,,ERW,9,52,57
139,,Horatio Brown,person,Q3786754,,IT,2,106,111
139,,Mercier,person,,,ERW,2,28,35
139,,Miss Bliss,person,N/A,,ERW,3,7,17
139,,Mlle Mercier,person,N/A,,ERW,2,52,64
139,,Mlles Jackowska,person,N/A,,ERW,2,8,23
139,,S. Silvestro,person,,,ERW,8,23,35
139,,S. Simone Profeta,person,,,ERW,8,103,120
140,,Costa,person,Q19997507,,ERW,8,17,22
140,,Giovanelli,person,Q17638047,,IT,9,53,59
140,,Horatio Brown,person,Q3786754,,IT,3,69,76
140,,Miss Bliss,person,N/A,,ERW,9,20,30
140,,S. Salvador[e,person,,,ERW,7,48,61
140,,Signor Barozzi,person,,,ERW,3,57,71
140,,Tiepolo,person,Q435316,,ERW,3,220,227
141,,B.,person,Q359047,,IT,3,25,42
141,,B.,person,Q359047,,IT,1,18,35
141,,B.,person,Q359047,,IT,9,22,40
141,,B.,person,Q359047,,IT,4,33,45
141,,Benedetto Diana,person,Q3638104,,IT,2,510,519
141,,Catena,person,Q1968947,,IT,5,5,15
141,,Mlle Jackowska,person,N/A,,ERW,4,48,62
141,,Mlle Jackowska,person,N/A,,ERW,7,44,58
141,,S. Simeone,person,,,ERW,12,16,26
141,,Sebastiano del Piombo,person,,,ERW,8,58,79
142,,B.,person,Q359047,,IT,6,28,40
142,,Barbey,person,Q314963,,IT,1,22,30
142,,Benedetto Diana,person,Q3638104,,IT,5,6,12
142,,Catena,person,Q1968947,,IT,12,11,21
142,,Catena,person,Q1968947,,IT,11,105,117
142,,Catena,person,Q1968947,,IT,1,154,160
142,,Costa,person,Q19997507,,ERW,3,7,12
142,,S. Simeone,person,,,ERW,2,16,26
143,,Giotto,person,Q7814,,IT,7,46,54
144,,Bellini,person,Q17169,,IT,4,274,281
144,,Cima,person,Q8453,,IT,1,0,9
144,,Giotto,person,Q7814,,IT,9,5,13
144,,Giotto,person,Q7814,,IT,9,9,27
144,,Giotto,person,Q7814,,IT,10,5,23
144,,Mantegna,person,,,ERW,3,60,68
146,,Bishop,person,Q29182,,IT,2,225,235
146,,Duomo,person,Q2407092,,IT,5,86,91
146,,Sanmichele,person,,,ERW,5,35,45
146,,the Scuola d〈e〉i Carmini,person,,,ERW,1,23,47
148,,Baedeker,person,Q77302,,IT,2,52,60
149,,Baedeker,person,Q77302,,IT,2,238,246
149,,Buonconsiglio,person,Q5563793,,IT,3,88,93
149,,Buonconsiglio,person,Q5563793,,IT,11,31,36
149,,Cima,person,Q8453,,IT,2,56,65
149,,Cima,person,Q8453,,IT,3,98,107
150,,Paolo,person,,,ERW,4,85,90
151,,Mantegna,person,,,ERW,3,68,76
152,,Castelfranco,person,Q29352,,IT,4,76,85
152,,Mantegna,person,,,ERW,1,197,205
153,,Bassanis,person,Q346506,,IT,13,17,25
153,,Bassanis,person,Q346507,,IT,18,0,8
153,,Browning,person,Q233265,,IT,4,103,108
153,,Browning,person,Q233265,,IT,8,18,23
153,,custode,person,Q674426,,IT,3,100,106
153,,custode,person,Q674426,,IT,8,0,9
153,,Jacopo Bassano,person,Q346502,,ERW,1,252,266
153,,Jacopo Bassano,person,Q346502,,ERW,2,355,369
154,,Bassani,person,Q346502,,IT,9,38,46
154,,Bassani,person,Q346503,,IT,18,0,8
154,,Bassano,person,Q47094,,IT,23,0,8
154,,Bassano,person,Q47094,,IT,25,37,45
154,,Castelfranco,person,Q29352,,IT,6,5,14
154,,Giorgione,person,Q8459,,IT,11,163,173
154,,Jacopo,person,Q346502,,ERW,1,293,299
154,,Jacopo,person,Q346502,,ERW,2,345,351
154,,Madonna,person,,,ERW,3,69,76
155,,Castelfranco,person,Q29352,,IT,3,18,27
155,,Giorgione,person,Q8459,,IT,1,30,43
156,,Giorgione,person,Q8459,,IT,10,49,56
156,,Giorgione,person,Q8459,,IT,9,81,88
156,,Giorgione,person,Q8459,,IT,4,55,62
157,,Madonna,person,,,ERW,1,4,11
157,,Madonna,person,,,ERW,2,44,51
157,,Savoldo,person,,,ERW,3,72,79
158,,Giorgione,person,Q8459,,IT,19,13,20
158,,Savoldo,person,,,ERW,2,384,391
159,,Attila,person,Q36724,,IT,3,0,8
160,,Attila,person,Q36724,,IT,5,38,46
160,,Bernhard,person,Q359047,,IT,4,29,42
160,,Flaubert,person,Q43444,,IT,3,36,42
160,,Giovanni,person,Q3107147,,IT,2,53,59
160,,Girolamo da Udine,person,Q5564795,,IT,15,40,45
161,,Circe,person,Q187602,,IT,8,140,146
161,,Costa,person,Q19997507,,ERW,14,37,42
161,,Janet,person,N/A,,ERW,17,0,5
161,,Janet Morison,person,N/A,,ERW,12,28,41
161,,Maximilianplatz 4,person,,,ERW,1,46,63
162,,B.,person,Q359047,,IT,10,32,48
162,,Berenson,person,Q359047,,IT,7,316,321
162,,Costa,person,Q19997507,,ERW,3,0,5
162,,Janet,person,N/A,,ERW,4,0,5
162,,Janet,person,N/A,,ERW,4,214,219
162,,Janet,person,N/A,,ERW,8,9,14
162,,Maximilianplatz 4,person,,,ERW,1,43,60
162,,the Franz Hals,person,,,ERW,6,44,58
163,,Czërnin,person,Q1637312,,IT,1,684,691
163,,Giorgione,person,Q8459,,IT,5,13,20
163,,Janet,person,N/A,,ERW,2,77,82
163,,Macbeth,person,,,ERW,4,5,12
163,,Palma,person,Q651795,,ERW,2,136,141
163,,Mr. Pennell,person,Q1389068,,ERW,7,56,63
163,,Mrs. Pennell,person,N/A,,ERW,7,69,76
164,,Giovanni Costa,person,Q3107147,,IT,3,28,39
164,,Herr Hofrath von Enghert,person,,No wikidata,IT,11,36,55
164,,Janet,person,N/A,,ERW,5,9,14
164,,Janet,person,N/A,,ERW,11,0,5
164,,schön,person,,,ERW,4,108,113
165,,Cooke,person,Q4767436,,IT,12,30,39
165,,Crowe,person,Q725266,,IT,3,16,29
165,,Goncourt,person,Q622283,,IT,9,51,64
165,,Ibsen,person,Q36661,,IT,6,10,16
165,,Jägar,person,N/A,,ERW,10,31,36
165,,Janet,person,N/A,,ERW,10,16,21
165,,Wickhoff,person,Q85597,,ERW,6,40,48
166,,A.L. Burd,person,Q16824961,,IT,3,55,62
166,,Acton,person,Q311778,,IT,2,90,97
166,,Andrea del Sarto,person,Q5571,,IT,2,582,590
166,,Andrea del Sarto,person,Q5571,,IT,3,138,146
166,,Baccio Bandinellis,person,Q358348,,IT,3,44,52
166,,Baccio Bandinellis,person,Q358348,,IT,4,103,111
166,,Janet,person,N/A,,ERW,3,32,37
166,,Les Soeurs Hédouin,person,,,ERW,11,4,22
166,,Machiavelli,person,,,ERW,8,17,28
166,,Maximilianplatz 4,person,,,ERW,5,45,62
166,,Michelangelos,person,Q5592,,ERW,1,26,39
166,,Michelangelos,person,Q5592,,ERW,2,137,150
167,,Bernhard,person,Q359047,,IT,6,30,41
167,,Clarke,person,,Friend of Berensons,IT,2,28,34
167,,Clarke,person,,Friend of Berensons,IT,6,12,18
167,,Cooke,person,Q4767436,,IT,3,32,41
167,,Cooke,person,Q4767436,,IT,11,24,33
167,,Correggio,person,Q8457,,IT,7,44,53
167,,Giorgione,person,Q8459,,IT,4,14,23
167,,Giorgione,person,Q8459,,IT,2,28,36
167,,Ibsen,person,Q36661,,IT,7,7,13
167,,Janet,person,N/A,,ERW,4,16,21
167,,Janet,person,N/A,,ERW,4,606,611
167,,Janet,person,N/A,,ERW,5,69,74
167,,Morelli,person,Q923703,,ERW,1,439,446
167,,Morelli,person,Q923703,,ERW,1,574,581
167,,Morelli,person,Q923703,,ERW,2,520,527
167,,Morelli,person,Q923703,,ERW,2,655,662
167,,Titian,person,Q47551,,ERW,3,502,508
168,,B.,person,Q359047,,IT,3,24,40
168,,B.,person,Q359047,,IT,5,28,41
168,,Burgtheater,person,Q308720,,IT,6,14,21
168,,Costa,person,Q19997507,,ERW,2,54,59
168,,Dürers,person,Q5580,,IT,3,114,126
168,,Ibsen,person,Q36661,,IT,9,25,31
169,,B.,person,Q359047,,IT,1,31,44
169,,Francesco Bassano,person,Q705079,,IT,1,33,55
169,,Herr Frümel,person,,No wikidata,IT,3,28,45
169,,Herr Frümel,person,,No wikidata,IT,1,31,52
169,,Jacopo,person,Q346502,,ERW,3,63,69
169,,Janet,person,N/A,,ERW,8,22,27
170,,Dürers,person,Q5580,,IT,6,12,26
170,,Holbeins,person,Q48319,,IT,1,33,43
171,,Fairbairn,person,Q4757900,,IT,7,10,18
171,,Henry Jones,person,Q979372,,IT,1,28,46
171,,Robert Browning,person,Q233265,,ERW,3,674,689
172,,Fairbairn,person,Q4757900,,IT,2,231,239
172,,Henry Jones,person,Q979372,,IT,8,26,37
172,,Kant,person,Q9312,,ERW,1,128,132
172,,Kant,person,Q9312,,ERW,2,878,882
172,,Robert Browning,person,Q233265,,ERW,1,10,25
172,,Robert Browning,person,Q233265,,ERW,2,674,689
172,,Robert Browning,person,Q233265,,ERW,2,760,775
174,,Janet Morison,person,N/A,,ERW,7,42,49
174,,les Americains,person,,,ERW,8,48,62
174,,Löwy,person,,,ERW,2,115,119
174,,Watteau,person,,,ERW,6,129,136
174,,Wick〈h〉off,person,Q85595,,ERW,7,22,32
176,,B.,person,Q359047,,IT,3,25,32
176,,Emma,person,,Mary's maid,IT,3,127,135
176,,Gertrude,person,,"Gertrude Hitz-Burton, no wikidata",IT,3,25,33
176,,Gertrude Burton,person,,"Gertrude Hitz-Burton, no wikidata",IT,10,19,33
176,,Karin,person,Q6370935,Karin Stephen,ERW,6,94,99
176,,Karin Stephen,person,Q6370935,,ERW,6,101,114
176,,Mary,person,,,ERW,6,1,5
176,,Ray,person,Q7298165,,ERW,6,59,62
176,,Ray Strachey,person,Q7298165,,ERW,6,64,76
176,,Santa Croce,person,,,ERW,14,0,11
177,,Botticelli,person,Q5669,,IT,6,108,116
177,,Britten,person,Q4096621,Friend of Berensons,IT,7,223,233
177,,Castagno,person,Q240737,,IT,8,15,32
177,,Gertrude,person,,"Gertrude Hitz-Burton, no wikidata",IT,6,19,27
177,,Gertrude,person,,"Gertrude Hitz-Burton, no wikidata",IT,7,12,20
177,,Mantegna,person,,,ERW,13,263,271
177,,Santa Maria Novella,person,,,ERW,10,24,43
178,,B.,person,Q359047,,IT,7,20,29
178,,Costa,person,Q19997507,,ERW,7,0,5
178,,Costa,person,Q19997507,,ERW,11,63,68
178,,Costa,person,Q19997507,,ERW,14,24,29
178,,Gertrude,person,,"Gertrude Hitz-Burton, no wikidata",IT,11,0,8
178,,Maurice Barrè,person,,,ERW,3,5,18
178,,Sous l’oeil des Barbares,person,,,ERW,3,21,45
179,,Benedetto da Maiano,person,Q675619,,IT,17,31,45
179,,Buonconsiglio,person,Q5563793,,IT,13,13,18
179,,Costa,person,Q19997507,,ERW,6,10,15
179,,Costa,person,Q19997507,,ERW,7,0,5
179,,Gertrude,person,,"Gertrude Hitz-Burton, no wikidata",IT,8,19,27
179,,Mlle Miranda,person,N/A,,ERW,6,24,36
180,,B.,person,Q359047,,IT,24,28,37
180,,Benedetto da Maiano,person,Q675619,,IT,1,30,39
180,,Buonconsiglio,person,Q5563793,,IT,11,0,5
180,,Burckhardt,person,Q59945,,IT,2,182,187
180,,Crowe,person,Q725266,,IT,7,11,25
180,,Gertrude,person,,"Gertrude Hitz-Burton, no wikidata",IT,7,57,65
180,,Giotto,person,Q7814,,IT,3,9,27
180,,Guy de Maupassant,person,Q9327,,IT,9,69,76
180,,Layard,person,Q275013,Austen Henry Layard ,ERW,3,22,28
180,,Masolino,person,,,ERW,9,90,98
180,,Vernon Lee’s,person,Q2669614,,ERW,9,130,142
181,,B.,person,Q359047,,IT,2,28,37
181,,Cavacaselle 〈,person,Q1372695,,IT,5,182,191
181,,Crowe,person,Q725266,,IT,1,149,154
181,,Gertrude,person,,"Gertrude Hitz-Burton, no wikidata",IT,3,12,20
182,,B.,person,Q359047,,IT,13,37,44
182,,B.,person,Q359047,,IT,10,117,127
182,,Berenson,person,Q359047,,IT,7,4,9
182,,Berenson,person,Q359047,,IT,10,24,29
182,,Crove,person,Q725266,,IT,3,72,94
182,,Vasari,person,Q128027,,ERW,6,39,45
184,,B.,person,Q359047,,IT,2,117,137
184,,B.,person,Q359047,,IT,12,15,22
184,,Burckhardt,person,Q59945,,IT,7,18,23
184,,Costa,person,Q19997507,,ERW,11,0,5
184,,Gertrude,person,,"Gertrude Hitz-Burton, no wikidata",IT,8,14,22
184,,Ibsen,person,Q36661,,IT,1,93,97
184,,Musgrave,person,N/A,"George Musgrave, Dante Translator",ERW,6,0,8
184,,Savoldo,person,,,ERW,3,71,78
185,,Devil,person,Q35230,,IT,15,5,13
185,,Gertrude,person,,"Gertrude Hitz-Burton, no wikidata",IT,5,0,8
185,,Karin,person,Q6370935,Karin Stephen,ERW,6,0,5
185,,Winny,person,Q125255,,ERW,6,16,21
186,,B.,person,Q359047,,IT,11,16,23
186,,B.,person,Q359047,,IT,2,16,23
186,,Emma,person,,Mary's maid,IT,7,5,12
186,,Gertrude,person,,"Gertrude Hitz-Burton, no wikidata",IT,5,122,130
187,,B.,person,Q359047,,IT,13,27,34
188,,B.,person,Q359047,,IT,7,15,22
188,,B.,person,Q359047,,IT,5,82,93
188,,Besant,person,Q464318,,IT,2,31,40
188,,Besant,person,Q464318,,IT,1,1352,1361
188,,Gertrude,person,,"Gertrude Hitz-Burton, no wikidata",IT,5,264,272
188,,Loeser,person,Q19665336,,ERW,7,0,6
188,,Madonna,person,,,ERW,1,447,454
188,,Madonna,person,,,ERW,2,521,528
189,,B.,person,Q359047,,IT,2,82,93
189,,B.,person,Q359047,,IT,15,114,129
189,,Gertrude,person,,"Gertrude Hitz-Burton, no wikidata",IT,1,9,17
189,,Gertrude,person,,"Gertrude Hitz-Burton, no wikidata",IT,2,68,76
189,,Loeser,person,Q19665336,,ERW,3,4,10
189,,Loeser,person,Q19665336,,ERW,4,16,22
189,,Loeser,person,Q19665336,,ERW,12,55,61
189,,Michael Fields,person,Q839369,,ERW,15,109,123
189,,Pennell,person,Q1389068,,ERW,6,13,20
189,,Pennell,person,Q1389068,,ERW,7,108,115
189,,Pennell,person,Q1389068,,ERW,8,128,135
190,,Burckhardt,person,Q59945,,IT,2,227,232
190,,Costa,person,Q19997507,,ERW,3,11,16
190,,Farnell,person,,No wikidata,IT,9,79,94
190,,Farnell,person,,No wikidata,IT,9,0,15
190,,Gertrude,person,,"Gertrude Hitz-Burton, no wikidata",IT,5,5,13
190,,Lady Albinia,person,Q75356343,Lady Albinia Frederica Hobart-Hampden,ERW,3,41,53
190,,Loeser,person,Q19665336,,ERW,4,0,6
190,,Michael Fields,person,Q839369,,ERW,9,66,80
190,,Mitchell,person,N/A,,ERW,7,21,29
191,,Bernhard,person,Q359047,,IT,2,0,9
191,,Bernhard,person,Q359047,,IT,8,26,33
191,,Bernhard,person,Q359047,,IT,18,20,25
191,,Bonifazio,person,Q744747,,IT,3,43,51
191,,Bonifazio,person,Q744747,,IT,12,45,52
191,,César Borgia,person,Q187998,,IT,2,0,9
191,,Charles VIII,person,Q134452,,IT,1,4,10
191,,Costa,person,Q19997507,,ERW,5,15,20
191,,Crowe,person,Q725266,,IT,4,22,32
191,,Gertrude,person,,"Gertrude Hitz-Burton, no wikidata",IT,5,82,90
191,,Layard,person,Q275013,Austen Henry Layard ,ERW,11,22,28
191,,Loeser,person,Q19665336,,ERW,7,77,83
191,,Loeser,person,Q19665336,,ERW,10,9,15
191,,Loeser,person,Q19665336,,ERW,10,205,211
191,,Lorenzo Monaco,person,,,ERW,11,59,73
192,,a Lorenzo Monaco,person,Q155376,,IT,5,78,85
192,,Bonifacio,person,Q744747,,IT,2,545,553
192,,Costa,person,Q19997507,,ERW,6,83,88
192,,Costa,person,Q19997507,,ERW,7,107,112
192,,Gertrude,person,,"Gertrude Hitz-Burton, no wikidata",IT,7,127,135
192,,Gertrude,person,,"Gertrude Hitz-Burton, no wikidata",IT,7,346,354
192,,Loeser,person,Q19665336,,ERW,7,117,123
192,,Lorenzo Monaco,person,,,ERW,11,8,22
192,,Lorenzo Monaco’s,person,,,ERW,2,44,60
192,,Maupassant,person,,,ERW,4,5,15
193,,B.,person,Q359047,,IT,3,283,287
193,,B.,person,Q359047,,IT,5,28,32
193,,Gertrude,person,,"Gertrude Hitz-Burton, no wikidata",IT,7,408,416
193,,Gertrude,person,,"Gertrude Hitz-Burton, no wikidata",IT,11,61,69
193,,Lady Albinia,person,Q75356343,Lady Albinia Frederica Hobart-Hampden,ERW,3,16,28
193,,Loeser,person,Q19665336,,ERW,4,20,26
193,,Loeser,person,Q19665336,,ERW,9,13,19
193,,Lorenzo Monaco,person,,,ERW,2,8,22
193,,Maiano,person,,,ERW,13,37,43
193,,Musgrave,person,N/A,"George Musgrave, Dante Translator",ERW,9,76,84
193,,Santa Maria Novella,person,,,ERW,8,29,48
196,,Costa,person,Q19997507,,ERW,7,55,60
196,,Gertrude,person,,"Gertrude Hitz-Burton, no wikidata",IT,11,0,8
196,,Loeser,person,Q19665336,,ERW,7,11,17
196,,Mary,person,,,ERW,3,15,19
197,,César Borgia,person,Q187998,,IT,9,6,15
197,,Costa,person,Q19997507,,ERW,2,55,60
197,,Fra Angelico,person,Q5664,,IT,2,32,40
197,,Fra Angelico,person,Q5664,,IT,4,0,8
197,,Gertrude,person,,"Gertrude Hitz-Burton, no wikidata",IT,4,16,24
197,,Loeser,person,Q19665336,,ERW,2,11,17
197,,Loeser,person,Q19665336,,ERW,12,29,35
197,,Loeser,person,Q19665336,,ERW,16,14,20
197,,Masolino,person,,,ERW,14,14,22
197,,Vasari,person,Q128027,,ERW,10,5,11
197,,Vasari,person,Q128027,,ERW,14,40,46
